--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/935_146.jpg	935                      	0.8958
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/986_564.jpg	986                      	0.9988
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1000.00_625.jpg	1000.00                  	0.9941
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1000_113.jpg	1000                     	0.9987
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1003_345.jpg	1003                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1047.0_195.jpg	1047                     	0.9782
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1063_297.jpg	1063                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1077.55_598.jpg	7077.55                  	0.9782
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1087.4_413.jpg	131.                     	0.2905
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1147_610.jpg	1147                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1182.5_262.jpg	11825                    	0.9981
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1216.69_333.jpg	1216.69                  	0.7844
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1292_206.jpg	1288                     	0.9601
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1330_224.jpg	1330                     	0.9987
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1377.98_208.jpg	1377.98                  	0.9478
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1391.56_306.jpg	1391.56                  	0.9916
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1489_372.jpg	1912                     	0.3227
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1535.88_417.jpg	1535.88                  	0.9967
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1595_165.jpg	1595                     	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1671_589.jpg	16711                    	0.5854
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1719.0_642.jpg	1719                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1748.64_6.jpg	1748.64                  	0.9481
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1801.03_588.jpg	1801.03                  	0.9954
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1827.80_365.jpg	1827.80                  	0.9967
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1908_126.jpg	1908                     	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/1973.84_280.jpg	1973.84                  	0.9917
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2000_236.jpg	2000                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2000_405.jpg	2000                     	0.9871
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2015_294.jpg	2015                     	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2050.5_581.jpg	2050.5                   	0.9221
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2080_634.jpg	2080                     	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2146.91_258.jpg	2146.91                  	0.9917
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2203.6_519.jpg	2203.6                   	0.7700
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2268_404.jpg	2268                     	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2368_151.jpg	236.8                    	0.9790
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2494.40_194.jpg	2494.40                  	0.9904
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2533.0_172.jpg	153..                    	0.2105
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2572_64.jpg	2572                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2635_330.jpg	2635                     	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2746_357.jpg	2746                     	0.9979
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2771.75_340.jpg	2771.79                  	0.9749
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2844.00_539.jpg	2844.00                  	0.9976
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2896_395.jpg	289.6                    	0.4681
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/2986_450.jpg	2986                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3000_430.jpg	3000                     	0.9982
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3058_334.jpg	3058                     	0.9987
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3122.23_156.jpg	3122.23                  	0.9921
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3182_602.jpg	3182                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3243.16_426.jpg	3243.16                  	0.9964
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3265_284.jpg	3265                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3287.20_427.jpg	3287.20                  	0.9968
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3318_439.jpg	3318                     	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3355_351.jpg	3355                     	0.9459
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3445.12_575.jpg	3445.12                  	0.5501
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3486.9_149.jpg	3486.4                   	0.8953
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3532_137.jpg	3532                     	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3610_498.jpg	3610                     	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3700_429.jpg	3700                     	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3775_326.jpg	3775                     	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3810_229.jpg	3810                     	0.9781
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3843.75_7.jpg	3843.75                  	0.9972
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3873_337.jpg	3013                     	0.3259
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/3968_266.jpg	3968                     	0.8980
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4000.0_122.jpg	4000                     	0.9998
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4010_188.jpg	4010                     	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4086.4_247.jpg	4086.4                   	0.9457
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4126.99_8.jpg	4126.95                  	0.6058
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4159_256.jpg	4159                     	0.9988
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4259_283.jpg	4259                     	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4321.2_420.jpg	4321.2                   	0.9621
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4400_418.jpg	4418                     	0.9325
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4479_227.jpg	4479                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4567.71_134.jpg	3567.71                  	0.7277
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4611_175.jpg	4611                     	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4686_611.jpg	4686                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4738_411.jpg	4738                     	0.9995
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4883_468.jpg	4                        	0.9969
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/4955_52.jpg	4955                     	0.5429
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5000.00_18.jpg	5000.00                  	0.8611
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5000_115.jpg	5000                     	0.9998
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5000_567.jpg	500                      	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5042_555.jpg	5042                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5103_493.jpg	810.8                    	0.9048
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5185.23_371.jpg	5185.23                  	0.9963
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5272_397.jpg	5272                     	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5333_47.jpg	5733                     	0.8639
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5392_366.jpg	5392                     	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5556_408.jpg	5556                     	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5640_527.jpg	5640                     	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5678_515.jpg	5678                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5737.22_263.jpg	5737.22                  	0.5184
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/5829.60_101.jpg	5829.60                  	0.9740
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/005872_381.jpg	005878                   	0.9970
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/005951_422.jpg	005951                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/6000_69.jpg	6000                     	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/6016_578.jpg	6016                     	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/6074_96.jpg	6074                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/6158_298.jpg	6158                     	0.9971
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/6270_147.jpg	6270                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/006360_545.jpg	006360                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/6821.0_543.jpg	6821.8                   	0.8408
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/6867_16.jpg	6867                     	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7000_66.jpg	7000                     	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7098_189.jpg	7098                     	0.8896
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7472_479.jpg	7472                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7519.99_251.jpg	7519.99                  	0.9956
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7619_171.jpg	7619                     	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7750_50.jpg	7750                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7913.04_215.jpg	7913.04                  	0.9585
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/7989_487.jpg	7989                     	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8134_349.jpg	8134                     	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8228_323.jpg	8228                     	0.9985
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8312_343.jpg	5012                     	0.8788
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8381.69_532.jpg	8381.69                  	0.9862
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8454.38_4.jpg	8454.38                  	0.9917
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8581_574.jpg	8581                     	0.5514
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8692_159.jpg	8692                     	0.9179
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/8884_80.jpg	8884                     	0.9972
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9017.69_504.jpg	4017.69                  	0.8905
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9244.14_281.jpg	9244.14                  	0.9942
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9336_432.jpg	9336                     	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9423_522.jpg	9423                     	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9580_282.jpg	9580                     	0.4612
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9659.01_242.jpg	9659.01                  	0.9925
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9772_466.jpg	9772                     	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9843.05_377.jpg	9843.05                  	0.9009
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/9999_27.jpg	4492                     	0.4933
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/10089_606.jpg	10089                    	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/10278.38_28.jpg	10278338                 	0.6552
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/11018_409.jpg	011018                   	0.9823
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/11817_216.jpg	11817                    	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/12114_615.jpg	12114                    	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/12217_438.jpg	12217                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/013082_393.jpg	013082                   	0.9972
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13389_399.jpg	13389                    	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13578.66_304.jpg	1357866                  	0.9191
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13596_240.jpg	10400                    	0.1725
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13625_9.jpg	13626                    	0.8906
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13663_508.jpg	1329.2                   	0.1869
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13839_213.jpg	13839                    	0.9993
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13850_350.jpg	13850                    	0.9988
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13866_270.jpg	13866                    	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/013953_257.jpg	013953                   	0.9906
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/013953_569.jpg	013953                   	0.9906
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13982_139.jpg	13982                    	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/13989_186.jpg	13980                    	0.9735
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14150_352.jpg	1403                     	0.4577
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/014169_491.jpg	014169                   	0.9931
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/014214_524.jpg	014204                   	0.9261
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14267_2.jpg	142666                   	0.5690
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14413.61_654.jpg	14413.61                 	0.7599
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14471_0.jpg	14411                    	0.6167
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14512_45.jpg	14512                    	0.9834
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14579_412.jpg	14519                    	0.7865
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14656_132.jpg	14656                    	0.9911
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/014754_141.jpg	103944                   	0.0458
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14828_55.jpg	14828                    	0.9986
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14901.61_500.jpg	14901.6                  	0.6334
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/14936_94.jpg	14936                    	0.9551
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15000_470.jpg	45800                    	0.4962
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15034_198.jpg	15034                    	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/015089_269.jpg	015089                   	0.9924
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/015290_290.jpg	015290                   	0.8979
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/015327_203.jpg	015327                   	0.8797
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15336_369.jpg	16336                    	0.9953
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15465_302.jpg	75465                    	0.9553
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15465_329.jpg	15465                    	0.9977
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15465_596.jpg	75465                    	0.9961
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15465_632.jpg	374465                   	0.5738
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/015590_204.jpg	015590                   	0.9519
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15703_421.jpg	15703                    	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15706.30_82.jpg	15706330                 	0.4983
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15741_437.jpg	15741                    	0.9988
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15750_211.jpg	17600                    	0.2200
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/015910_253.jpg	015910                   	0.6367
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15916.97_540.jpg	15916.97                 	0.9347
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/15917.23_579.jpg	15917.23                 	0.9702
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16039_138.jpg	16039                    	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16104.72_233.jpg	16104.72                 	0.9565
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16291_98.jpg	16291                    	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16303_443.jpg	66303                    	0.5694
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16349_14.jpg	16349                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16362_605.jpg	1636.                    	0.9850
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16390_29.jpg	016390                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16448_633.jpg	36448                    	0.8424
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16485_185.jpg	16485                    	0.9977
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16485_548.jpg	16485                    	0.9977
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16677.84_637.jpg	16677.84                 	0.7794
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/16703._116.jpg	1670.3                   	0.6182
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/016718.02_32.jpg	01618002                 	0.6825
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/016964_353.jpg	016964                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/17105_135.jpg	17105                    	0.9988
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/017129_396.jpg	017120                   	0.9230
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/017398_273.jpg	027396                   	0.4837
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/17586.0_452.jpg	17585                    	0.9789
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/17610.75_535.jpg	1761075                  	0.6755
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/17684.75_571.jpg	17684.75                 	0.9027
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/017883_649.jpg	017883                   	0.9687
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/17905.86_496.jpg	17905.86                 	0.7293
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/017905_144.jpg	017905                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/18000_278.jpg	19000                    	0.9561
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/18117_612.jpg	18117                    	0.9849
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/18294.13_362.jpg	11294.13                 	0.6846
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/018295_379.jpg	018295                   	0.9990
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/18365.15_566.jpg	18365.15                 	0.8763
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/18389.28_568.jpg	18389.28                 	0.9685
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/018750_158.jpg	018760                   	0.9800
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/18903_293.jpg	088903                   	0.5349
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/18989.07_268.jpg	18989.07                 	0.9819
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/019006_255.jpg	019066                   	0.5156
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19057_21.jpg	1505.0                   	0.8585
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19207_124.jpg	1920                     	0.4389
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19266.36_63.jpg	19266.36                 	0.8083
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19328_99.jpg	193299                   	0.4540
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/019487_517.jpg	019487                   	0.9949
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19500_492.jpg	19500                    	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19599_279.jpg	019598                   	0.9146
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19689_275.jpg	019690                   	0.9125
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19871_428.jpg	19871                    	0.9781
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19894.80_199.jpg	19894.80                 	0.9898
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/19994_267.jpg	19994                    	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/020002_400.jpg	020002                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/20058_46.jpg	020058                   	0.8662
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/020141_87.jpg	020141                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/020270_456.jpg	020270                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/20311_514.jpg	020311                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/020335_618.jpg	020335                   	0.9986
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/20408.36_620.jpg	20408.36                 	0.7757
/media/data4T2/meterdataset/digital_dataset/otherdataset/val/20437_512.jpg	20437                    	0.9964
